Common_name,Ref,IUPAC_name,CAS_number,Formula,C,H,N,O,S,P,Canonical_smile,InchI,Molecular_weight MW (g/mol),pKa,Log P,Log S,Polar Surface Area,Polarizability,Hydrogen Acceptor Count,Hydrogen Donor Count,HOMO-1 (eV),HOMO (eV),LUMO (eV),Ionization Energy I (eV),Electron Affinity A (eV),Electronegativity (eV),Hardness  (eV),Electrophilicity (eV)  , ?N_Fe ,IE EXP (%)
Oxycodone,https://pubchem.ncbi.nlm.nih.gov/compound/5284603,"(4R,4aS,7aR,12bS)-4a-hydroxy-9-methoxy-3-methyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",76-42-6,C18H21NO4,18,21,1,4,0,0,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,"InChI=1S/C18H21NO4/c1-19-8-7-17-14-10-3-4-12(22-2)15(14)23-16(17)11(20)5-6-18(17,21)13(19)9-10/h3-4,13,16,21H,5-9H2,1-2H3/t13-,16+,17+,18-/m1/s1",315.4,8.9,0.7,-1.8,59,32.79,5,1,-5.667,-5.202,-1.526,5.202,1.526,3.364,1.838,0.841,0.989118607,88.44899461
Oxyphenbutazone,https://pubchem.ncbi.nlm.nih.gov/compound/4641,"4-butyl-1-(4-hydroxyphenyl)-2-phenylpyrazolidine-3,5-dione",129-20-4,C19H20N2O3,19,20,2,3,0,0,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,"InChI=1S/C19H20N2O3/c1-2-3-9-17-18(23)20(14-7-5-4-6-8-14)21(19(17)24)15-10-12-16(22)13-11-15/h4-8,10-13,17,22H,2-3,9H2,1H3",324.4,-6,2.72,-3.73,60.85,35.14,3,1,-6.142,-5.569,-1.932,5.569,1.932,3.7505,1.8185,0.937625,0.893456145,87.29073998
Oxymorphone,https://pubchem.ncbi.nlm.nih.gov/compound/5284604,"(4R,4aS,7aR,12bS)-4a,9-dihydroxy-3-methyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",76-41-5,C17H19NO4,17,19,1,4,0,0,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,"InChI=1S/C17H19NO4/c1-18-7-6-16-13-9-2-3-10(19)14(13)22-15(16)11(20)4-5-17(16,21)12(18)8-9/h2-3,12,15,19,21H,4-8H2,1H3/t12-,15+,16+,17-/m1/s1",301.34,8.17,0.83,-1.1,70,30.77,5,2,-5.506,-5.457,-1.506,5.457,1.506,3.4815,1.9755,0.870375,0.890534042,90.55281835
Oxipurinol,https://pubchem.ncbi.nlm.nih.gov/compound/135398752,"1,7-dihydropyrazolo[3,4-d]pyrimidine-4,6-dione",2465-59-0,C5H4N4O2,5,4,4,2,0,0,C1=NNC2=C1C(=O)NC(=O)N2,"InChI=1S/C5H4N4O2/c10-4-2-1-6-9-3(2)7-5(11)8-4/h1H,(H3,6,7,8,9,10,11)",152.11,7.7,-1.7,-1.5,82.59,12.6,5,3,-6.499,-6.411,-1.824,6.411,1.824,4.1175,2.2935,1.029375,0.628406366,89.16720091
Oxytetracycline,https://pubchem.ncbi.nlm.nih.gov/compound/54675779,"(4S,4aR,5S,5aR,6S,12aR)-4-(dimethylamino)-1,5,6,10,11,12a-hexahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide",79-57-2,C22H24N2O9,22,24,2,9,0,0,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,"InChI=1S/C22H24N2O9/c1-21(32)7-5-4-6-8(25)9(7)15(26)10-12(21)17(28)13-14(24(2)3)16(27)11(20(23)31)19(30)22(13,33)18(10)29/h4-6,12-14,17,25-26,28,30,32-33H,1-3H3,(H2,23,31)/t12-,13-,14+,17+,21-,22+/m1/s1",460.4,3.27,-0.9,-3.14,201.85,43.22,10,7,-5.836,-5.319,-3.063,5.319,3.063,4.191,1.128,1.04775,1.245124113,92.1485181
Papaverine,https://pubchem.ncbi.nlm.nih.gov/compound/4680,"1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxyisoquinoline",58-74-2,C20H21NO4,20,21,1,4,0,0,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,"InChI=1S/C20H21NO4/c1-22-17-6-5-13(10-18(17)23-2)9-16-15-12-20(25-4)19(24-3)11-14(15)7-8-21-16/h5-8,10-12H,9H2,1-4H3",339.4,5.9,3.08,-4.4,49.81,36.57,5,0,-5.861,-5.647,-2.456,5.647,2.456,4.0515,1.5955,1.012875,0.924005014,91
Pentazocine,https://pubchem.ncbi.nlm.nih.gov/compound/441278,"(1R,9R,13R)-1,13-dimethyl-10-(3-methylbut-2-enyl)-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol",359-83-1,C19H27NO,19,27,1,1,0,0,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O,"InChI=1S/C19H27NO/c1-13(2)7-9-20-10-8-19(4)14(3)18(20)11-15-5-6-16(21)12-17(15)19/h5-7,12,14,18,21H,8-11H2,1-4H3/t14-,18+,19+/m0/s1",285.4,8.88,4.64,-3.4,23.47,33.86,2,1,-5.608,-5.003,-1.343,5.003,1.343,3.173,1.83,0.79325,1.045628415,94.08899427
Prilocaine,https://pubchem.ncbi.nlm.nih.gov/compound/4906,N-(2-methylphenyl)-2-(propylamino)propanamide,721-50-6,C13H20N2O,13,20,2,1,0,0,CCCNC(C)C(=O)NC1=CC=CC=C1C,"InChI=1S/C13H20N2O/c1-4-9-14-11(3)13(16)15-12-8-6-5-7-10(12)2/h5-8,11,14H,4,9H2,1-3H3,(H,15,16)",220.31,7.9,2.11,-2.8,41.13,25.98,2,2,-5.723,-5.665,-1.47,5.665,1.47,3.5675,2.0975,0.891875,0.818235995,87.64839521
Procarbazine,https://pubchem.ncbi.nlm.nih.gov/compound/4915,4-[(2-methylhydrazinyl)methyl]-N-propan-2-ylbenzamide,671-16-9,C12H19N3O,12,19,3,1,0,0,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,"InChI=1S/C12H19N3O/c1-9(2)15-12(16)11-6-4-10(5-7-11)8-14-13-3/h4-7,9,13-14H,8H2,1-3H3,(H,15,16)",221.3,6.8,0.06,-3,53.16,25.88,3,3,-5.757,-5.735,-2.058,5.735,2.058,3.8965,1.8385,0.974125,0.84403046,88.56890666
Promazine,https://pubchem.ncbi.nlm.nih.gov/compound/4926,"N,N-dimethyl-3-phenothiazin-10-ylpropan-1-amine",58-40-2,C17H20N2S,17,20,2,0,1,0,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,"InChI=1S/C17H20N2S/c1-18(2)12-7-13-19-14-8-3-5-10-16(14)20-17-11-6-4-9-15(17)19/h3-6,8-11H,7,12-13H2,1-2H3",284.4,9.4,4.55,-4.3,6.48,32.74,2,0,-5.375,-4.783,-1.515,4.783,1.515,3.149,1.634,0.78725,1.178396573,95.39600617
Propranolol,https://pubchem.ncbi.nlm.nih.gov/compound/4946,1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol,525-66-6,C16H21NO2,16,21,1,2,0,0,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3",259.34,9.5,3.48,-3.5,41.49,29.98,3,2,-6.027,-5.48,-2.261,5.48,2.261,3.8705,1.6095,0.967625,0.972196334,93.98699714
Pseudoephedrine,https://pubchem.ncbi.nlm.nih.gov/compound/7028,,90-82-4,C10H15NO,10,15,1,1,0,0,CC(C(C1=CC=CC=C1)O)NC,"InChI=1S/C10H15NO/c1-8(11-2)10(12)9-6-4-3-5-7-9/h3-8,10-12H,1-2H3/t8-,10+/m0/s1",165.23,9.9,0.89,-1.3,32.26,18.83,2,2,-6.355,-5.929,-1.379,5.929,1.379,3.654,2.275,0.9135,0.735384615,84.09377566
Quinidine,https://pubchem.ncbi.nlm.nih.gov/compound/441074,"(S)-[(2R,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol",56-54-2,C20H24N2O2,20,24,2,2,0,0,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,"InChI=1S/C20H24N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3/t13-,14-,19+,20-/m0/s1",324.4,8.56,3.44,-3.37,45.59,35.82,4,1,-5.831,-5.553,-2.507,5.553,2.507,4.03,1.523,1.0075,0.975049245,94.84735697
Reserpine,https://pubchem.ncbi.nlm.nih.gov/compound/5770,"methyl (1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyl)oxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate",50-55-5,C33H40N2O9,33,40,2,9,0,0,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,"InChI=1S/C33H40N2O9/c1-38-19-7-8-20-21-9-10-35-16-18-13-27(44-32(36)17-11-25(39-2)30(41-4)26(12-17)40-3)31(42-5)28(33(37)43-6)22(18)15-24(35)29(21)34-23(20)14-19/h7-8,11-12,14,18,22,24,27-28,31,34H,9-10,13,15-16H2,1-6H3/t18-,22+,24-,27-,28+,31+/m1/s1",608.7,6.6,3.53,-4.7,117.78,66.06,8,1,-5.338,-4.905,-2.329,4.905,2.329,3.617,1.288,0.90425,1.313276398,94
Riboflavin,https://pubchem.ncbi.nlm.nih.gov/compound/493570,"7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]benzo[g]pteridine-2,4-dione",83-88-5,C17H20N4O6,17,20,4,6,0,0,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,"InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,14-/m0/s1",376.4,10.2,-1.46,-3.68,155.05,37.5,9,5,-6.282,-6.119,-4.021,6.119,4.021,5.07,1.049,1.2675,0.919923737,83.9
Rifampicin,https://pubchem.ncbi.nlm.nih.gov/compound/135398735,"[(7 S , 9 E , 11 S , 12 R , 13 S , 14 R , 15 R , 16 R , 17 S , 18 S , 19 E , 21 Z ) -2,15,17,27,29-pentahidroxi -11-metoxi-3,7,12,14,16,18,22-heptametil-26 - [( E ) - (4-metilpiperazin-1-il) iminometil] -6,23-dioxo-8,30- dioxa-24-azatetraciclo [23.3.1.1 4,7 .0 5,28 ] triaconta-1 (29), 2,4,9,19,21,25,27-octaen-13-il] acetato",13292-46-1,C 43 H 58 N 4 O 12,43,58,4,12,0,0,CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,"InChI = 1S / C43H58N4O12 / c1-21-12-11-13-22 (2) 42 (55) 45-33-28 (20-44-47-17-15-46 (9) 16-18-47) 37 (52) 30-31 (38 (33) 53) 36 (51) 26 (6) 40-32 (30) 41 (54) 43 (8,59-40) 57-19-14-29 (56- 10) 23 (3) 39 (58-27 (7) 48) 25 (5) 35 (50) 24 (4) 34 (21) 49 / h11-14,19-21,23-25,29,34- 35,39,49-53H, 15-18H2,1-10H3, (H, 45,55) / b12-11 +, 19-14 +, 22-13-, 44-20 + / t21-, 23 +, 24 +, 25 +, 29-, 34-, 35 +, 39 +, 43- / m0 / s1",822.9,1.7,2.77,-4.3,220.15,86.46,14,6,-5.42,-4.855,-2.808,4.855,2.808,3.8315,1.0235,0.957875,1.547874939,94.7
Saccharin,https://pubchem.ncbi.nlm.nih.gov/compound/5143,"1,1-dioxo-1,2-benzothiazol-3-one",81-07-2,C7H5NO3S,7,5,1,3,1,0,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,"InChI=1S/C7H5NO3S/c9-7-5-3-1-2-4-6(5)12(10,11)8-7/h1-4H,(H,8,9)",183.19,1.6,0.45,-1.4,63.24,16.02,3,1,-7.18,-7.116,-3.929,7.116,3.929,5.5225,1.5935,1.380625,0.463602134,83.78
Secobarbital,https://pubchem.ncbi.nlm.nih.gov/compound/5193,"5-pentan-2-yl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",76-73-3,C12H18N2O3,12,18,2,3,0,0,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,"InChI=1S/C12H18N2O3/c1-4-6-8(3)12(7-5-2)9(15)13-11(17)14-10(12)16/h5,8H,2,4,6-7H2,1,3H3,(H2,13,14,15,16,17)",238.28,8,1.97,-2.3,75.27,24.33,3,2,-7,-6.666,-2.413,6.666,2.413,4.5395,2.1265,1.134875,0.5785328,86.86775103
Succinylsulfathiazole,https://pubchem.ncbi.nlm.nih.gov/compound/5315,"4-oxo-4-[4-(1,3-thiazol-2-ylsulfamoyl)anilino]butanoic acid",116-43-8,C13H13N3O5S2,13,13,3,5,2,0,C1=CC(=CC=C1NC(=O)CCC(=O)O)S(=O)(=O)NC2=NC=CS2,"InChI=1S/C13H13N3O5S2/c17-11(5-6-12(18)19)15-9-1-3-10(4-2-9)23(20,21)16-13-14-7-8-22-13/h1-4,7-8H,5-6H2,(H,14,16)(H,15,17)(H,18,19)",355.4,4.5,0.87,-3.3,125.46,33.41,6,3,-6.647,-5.973,-2.884,5.973,2.884,4.4285,1.5445,1.107125,0.832470055,92.07328759
Sulfaguanidine,https://pubchem.ncbi.nlm.nih.gov/compound/5324,2-(4-aminophenyl)sulfonylguanidine,57-67-0,C7H10N4O2S,7,10,4,2,1,0,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N,"InChI=1S/C7H10N4O2S/c8-5-1-3-6(4-2-5)14(12,13)11-7(9)10/h1-4H,8H2,(H4,9,10,11)",214.25,2.8,-0.52,-2.4,122.06,20.38,5,4,-5.959,-5.926,-2.103,5.926,2.103,4.0145,1.9115,1.003625,0.780931206,67.7
Sulfamerazina,https://pubchem.ncbi.nlm.nih.gov/compound/5325,4-amino-N-(4-methylpyrimidin-2-yl)benzenesulfonamide,127-79-7,C11H12N4O2S,11,12,4,2,1,0,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,"InChI=1S/C11H12N4O2S/c1-8-6-7-13-11(14-8)15-18(16,17)10-4-2-9(12)3-5-10/h2-7H,12H2,1H3,(H,13,14,15)",264.31,7.1,0.14,-2.9,97.97,26.51,5,2,-6.45,-6.425,-2.424,6.425,2.424,4.4245,2.0005,1.106125,0.643714071,84.5
Sulfameter,https://pubchem.ncbi.nlm.nih.gov/compound/5326,4-amino-N-(5-methoxypyrimidin-2-yl)benzenesulfonamide,0651-06-09,C11H12N4O3S,11,12,4,3,1,0,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,"InChI=1S/C11H12N4O3S/c1-18-9-6-13-11(14-7-9)15-19(16,17)10-4-2-8(12)3-5-10/h2-7H,12H2,1H3,(H,13,14,15)",280.31,6.8,0.23,-3,107.2,26.24,6,2,-6.381,-5.911,-2.381,5.911,2.381,4.146,1.765,1.0365,0.808498584,90.01988705
Sulfamethizole,https://pubchem.ncbi.nlm.nih.gov/compound/5328,"4-amino-N-(5-methyl-1,3,4-thiadiazol-2-yl)benzenesulfonamide",144-82-1,C9H10N4O2S2,9,10,4,2,2,0,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,"InChI=1S/C9H10N4O2S2/c1-6-11-12-9(16-6)13-17(14,15)8-4-2-7(10)3-5-8/h2-5H,10H2,1H3,(H,12,13)",270.3,5.4,0.54,-2.41,97.97,26.26,5,2,-6.427,-6.191,-2.539,6.191,2.539,4.365,1.826,1.09125,0.721522453,89.51382309
Sulfamethoxazole,https://pubchem.ncbi.nlm.nih.gov/compound/5329,"4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide",723-46-6,C10H11N3O3S,10,11,3,3,1,0,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,"InChI=1S/C10H11N3O3S/c1-7-6-10(12-16-7)13-17(14,15)9-4-2-8(11)3-5-9/h2-6H,11H2,1H3,(H,12,13)",253.28,5.6,0.89,2.62,98.22,24.99,4,2,-6.453,-6.175,-2.495,6.175,2.495,4.335,1.84,1.08375,0.724184783,91.6
Sulfanilamide,https://pubchem.ncbi.nlm.nih.gov/compound/5333,4-aminobenzenesulfonamide,63-74-1,C6H8N2O2S,6,8,2,2,1,0,C1=CC(=CC=C1N)S(=O)(=O)N,"InChI=1S/C6H8N2O2S/c7-5-1-3-6(4-2-5)11(8,9)10/h1-4H,7H2,(H2,8,9,10)",172.21,10.4,-0.62,-1.36,86.18,16.25,3,2,-6.531,-6.478,-2.445,6.478,2.445,4.4615,2.0165,1.115375,0.629432184,93.7
Sulfapyridine,https://pubchem.ncbi.nlm.nih.gov/compound/5336,4-amino-N-pyridin-2-ylbenzenesulfonamide,144-83-2,C11H11N3O2S,11,11,3,2,1,0,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,"InChI=1S/C11H11N3O2S/c12-9-4-6-10(7-5-9)17(15,16)14-11-3-1-2-8-13-11/h1-8H,12H2,(H,13,14)",249.29,8.4,0.35,-2.7,85.08,24.97,4,2,-6.521,-6.419,-2.478,6.419,2.478,4.4485,1.9705,1.112125,0.647424512,76.9
Talbutal,https://pubchem.ncbi.nlm.nih.gov/compound/8275,"5-butan-2-yl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",115-44-6,C11H16N2O3,11,16,2,3,0,0,CCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,"InChI=1S/C11H16N2O3/c1-4-6-11(7(3)5-2)8(14)12-10(16)13-9(11)15/h4,7H,1,5-6H2,2-3H3,(H2,12,13,14,15,16)",224.26,7.8,1.47,-2,75.27,22.48,3,2,-7.016,-6.706,-2.467,6.706,2.467,4.5865,2.1195,1.146625,0.56935598,89.7667512
Thenyldiamine,https://pubchem.ncbi.nlm.nih.gov/compound/7066,"N,N-dimethyl-N'-pyridin-2-yl-N'-(thiophen-3-ylmethyl)ethane-1,2-diamine",91-79-2,C14H19N3S,14,19,3,0,1,0,CN(C)CCN(CC1=CSC=C1)C2=CC=CC=N2,"InChI=1S/C14H19N3S/c1-16(2)8-9-17(11-13-6-10-18-12-13)14-5-3-4-7-15-14/h3-7,10,12H,8-9,11H2,1-2H3",261.39,8.76,2.98,-2.8,19.37,29.57,3,0,-5.398,-5.03,-1.703,5.03,1.703,3.3665,1.6635,0.841625,1.092125038,95.6408442
Theobromine,https://pubchem.ncbi.nlm.nih.gov/compound/5429,"3,7-dimethylpurine-2,6-dione",83-67-0,C7H8N4O2,7,8,4,2,0,0,CN1C=NC2=C1C(=O)NC(=O)N2C,"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",180.16,9.9,-0.78,-1.4,67.23,16.85,3,1,-6.346,-5.863,-2.073,5.863,2.073,3.968,1.895,0.992,0.8,93
Theophylline,https://pubchem.ncbi.nlm.nih.gov/compound/2153,"1,3-dimethyl-7H-purine-2,6-dione",58-55-9,C7H8N4O2,7,8,4,2,0,0,CN1C2=C(C(=O)N(C1=O)C)NC=N2,"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)",180.16,8.81,-0.02,-0.9,69.3,16.86,3,1,-6.297,-5.884,-2.084,5.884,2.084,3.984,1.9,0.996,0.793684211,90.6
Tetracaine,https://pubchem.ncbi.nlm.nih.gov/compound/5411,2-(dimethylamino)ethyl 4-(butylamino)benzoate,94-24-6,C15H24N2O2,15,24,2,2,0,0,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,"InChI=1S/C15H24N2O2/c1-4-5-10-16-14-8-6-13(7-9-14)15(18)19-12-11-17(2)3/h6-9,16H,4-5,10-12H2,1-3H3",264.36,8.5,2.79,-2.7,41.57,31.9,3,1,-5.512,-5.198,-1.886,5.198,1.886,3.542,1.656,0.8855,1.044082126,91.49249248
Thiopental,https://pubchem.ncbi.nlm.nih.gov/compound/3000715,"5-ethyl-5-pentan-2-yl-2-sulfanylidene-1,3-diazinane-4,6-dione",76-75-5,C11H18N2O2S,11,18,2,2,1,0,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,"InChI=1S/C11H18N2O2S/c1-4-6-7(3)11(5-2)8(14)12-10(16)13-9(11)15/h7H,4-6H2,1-3H3,(H2,12,13,14,15,16)",242.34,7.5,2.85,-3.36,58.2,25.7,2,2,-6.628,-6.133,-3.289,6.133,3.289,4.711,1.422,1.17775,0.804852321,94.14753735
Triethylamine,https://pubchem.ncbi.nlm.nih.gov/compound/8471#section=Names-and-Identifiers,"N , N -dietiletanamina",121-44-8,C 6 H 15 N,6,15,1,0,0,0,CCN(CC)CC,"InChI = 1S / C6H15N / c1-4-7 (5-2) 6-3 / h4-6H2,1-3H3",101.19,10.7,1.26,0.13,3.24,13.48,1,0,-7.562,-5.082,6.665,5.082,-6.665,-0.7915,5.8735,-0.197875,0.66327573,89.04148636
Trimethobenzamide,https://pubchem.ncbi.nlm.nih.gov/compound/5577,"N-[[4-[2-(dimethylamino)ethoxy]phenyl]methyl]-3,4,5-trimethoxybenzamide",138-56-7,C21H28N2O5,21,28,2,5,0,0,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC,"InChI=1S/C21H28N2O5/c1-23(2)10-11-28-17-8-6-15(7-9-17)14-22-21(24)16-12-18(25-3)20(27-5)19(13-16)26-4/h6-9,12-13H,10-11,14H2,1-5H3,(H,22,24)",388.5,8.3,2.29,-4,69.26,43.19,6,1,-5.685,-5.315,-1.89,5.315,1.89,3.6025,1.7125,0.900625,0.991970803,91.94431172
Trimethoprim,https://pubchem.ncbi.nlm.nih.gov/compound/5578,"5-[(3,4,5-trimethoxyphenyl)methyl]pyrimidine-2,4-diamine",738-70-5,C14H18N4O3,14,18,4,3,0,0,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,"InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)",290.32,7.2,0.91,-2.86,105.51,29.71,7,2,-5.63,-5.374,-1.307,5.374,1.307,3.3405,2.0335,0.835125,0.899803295,92
Tripelennamine,https://pubchem.ncbi.nlm.nih.gov/compound/5587,"N'-benzyl-N,N-dimethyl-N'-pyridin-2-ylethane-1,2-diamine",91-81-6,C16H21N3,16,21,3,0,0,0,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2,"InChI=1S/C16H21N3/c1-18(2)12-13-19(16-10-6-7-11-17-16)14-15-8-4-3-5-9-15/h3-11H,12-14H2,1-2H3",255.36,9,3.3,-2.64,19.37,29.86,3,0,-5.346,-5.047,-1.608,5.047,1.608,3.3275,1.7195,0.831875,1.067897645,96.58264947
Tromethamine,https://www.drugbank.ca/drugs/DB03754,"2-amino-2-(hydroxymethyl)propane-1,3-diol",77-86-1,C4H11NO3,4,11,1,3,0,0,NC(CO)(CO)CO,"InChI=1S/C4H11NO3/c5-4(1-6,2-7)3-8/h6-8H,1-3,5H2",121.14,8.1,-2.7,0.76,86.71,12.02,4,4,-6.42,-6.125,6.373,6.125,-6.373,-0.124,6.249,-0.031,0.570011202,84.89609384
Tuaminoheptane,https://www.drugbank.ca/drugs/DB13238,heptan-2-amine,123-82-0,C7H17N,7,17,1,0,0,0,CCCCCC(C)N,"InChI=1S/C7H17N/c1-3-4-5-6-7(2)8/h7H,3-6,8H2,1-2H3",115.22,10.48,2,-1.5,26.02,15.63,1,1,-7.395,-6.024,6.241,6.024,-6.241,-0.1085,6.1325,-0.027125,0.579576029,84.49282627
Urea,https://pubchem.ncbi.nlm.nih.gov/compound/1176,urea,57-13-6,CH4N2O,1,4,2,1,0,0,C(=O)(N)N,"InChI=1S/CH4N2O/c2-1(3)4/h(H4,2,3,4)",60.056,0.2,-2.11,0.96,69.11,5.1,1,2,-6.809,-6.05,0.332,6.05,-0.332,2.859,3.191,0.71475,0.648856158,94.06
Vinbarbital,https://pubchem.ncbi.nlm.nih.gov/compound/5284636,"5-ethyl-5-[(E)-pent-2-en-2-yl]-1,3-diazinane-2,4,6-trione",125-42-8,C11H16N2O3,11,16,2,3,0,0,CCC=C(C)C1(C(=O)NC(=O)NC1=O)CC,"InChI=1S/C11H16N2O3/c1-4-6-7(3)11(5-2)8(14)12-10(16)13-9(11)15/h6H,4-5H2,1-3H3,(H2,12,13,14,15,16)/b7-6+",224.26,8,1.49,-2.6,75.27,22.77,3,2,-6.913,-6.429,-2.347,6.429,2.347,4.388,2.041,1.097,0.639882411,86.04233277
Vincristine,https://www.drugbank.ca/drugs/DB00541,"metilo (1 R , 9 R , 10 S , 11 R , 12 R , 19 R ) -11-acetiloxi-12-etil-4 - [(13 S , 15 R , 17 S ) -17-etil-17-hidroxi -13-metoxicarbonil-1,11-diazatetraciclo [13.3.1.0 4,12 .0 5,10 ] nonadeca-4 (12), 5,7,9-tetraen-13-il] -8-formil-10-hidroxi -5-metoxi-8,16-diazapentaciclo [10.6.1.0 1,9 .0 2,7 .0 16,19 ] nonadeca-2,4,6,13-tetraeno-10-carboxilato",57-22-7,C 46 H 56 N 4 O 10,46,56,4,10,0,0,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,"InChI = 1S / C46H56N4O10 / c1-7-42 (55) 22-28-23-45 (40 (53) 58-5,36-30 (14-18-48 (24-28) 25-42) 29- 12-9-10-13-33 (29) 47-36) 32-20-31-34 (21-35 (32) 57-4) 50 (26-51) 38-44 (31) 16-19- 49-17-11-15-43 (8-2,37 (44) 49) 39 (60-27 (3) 52) 46 (38,56) 41 (54) 59-6 / h9-13,15, 20-21,26,28,37-39,47,55-56H, 7-8,14,16-19,22-25H2,1-6H3 / t28-, 37-, 38 +, 39 +, 42- , 43 +, 44 +, 45-, 46- / m0 / s1",825,5,2.82,-4.4,171.17,88.32,9,3,-5.154,-4.885,-2.076,4.885,2.076,3.4805,1.4045,0.870125,1.252936988,92.55093433
